timestamp,date,time,product,channel,matched_title,list_price,display_price,is_first_purchase,is_abnormal,url,note
2026-05-13T10:35:51,2026-05-13,10:35,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T10:47:23,2026-05-13,10:47,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T10:47:36,2026-05-13,10:47,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T10:47:52,2026-05-13,10:47,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,,,,False,False,,未找到符合規格的商品
2026-05-13T11:02:18,2026-05-13,11:02,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T11:02:33,2026-05-13,11:02,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T11:02:33,2026-05-13,11:02,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,,,,False,False,,未找到符合規格的商品
2026-05-13T11:02:44,2026-05-13,11:02,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,,,,False,False,,未找到符合規格的商品
2026-05-13T11:02:50,2026-05-13,11:02,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T11:25:41,2026-05-13,11:25,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T11:25:55,2026-05-13,11:25,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T11:25:56,2026-05-13,11:25,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,,,,False,False,,未找到符合規格的商品
2026-05-13T11:26:08,2026-05-13,11:26,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,光泉保久乳飲品-珍穀堅果牛乳-200ml,200.0,200.0,False,False,https://online.carrefour.com.tw/zh/%E5%85%89%E6%B3%89/1502201700106.html,
2026-05-13T11:26:14,2026-05-13,11:26,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T11:30:05,2026-05-13,11:30,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T11:30:19,2026-05-13,11:30,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T11:30:20,2026-05-13,11:30,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,,,,False,False,,未找到符合規格的商品
2026-05-13T11:30:31,2026-05-13,11:30,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,光泉蘋果牛乳(200mlx24入)兩款包裝隨機出貨,200.0,200.0,False,False,https://online.carrefour.com.tw/zh/%E5%85%89%E6%B3%89/1502101400124.html,
2026-05-13T11:30:37,2026-05-13,11:30,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T11:35:18,2026-05-13,11:35,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T11:35:33,2026-05-13,11:35,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T11:35:33,2026-05-13,11:35,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,,,,False,False,,未找到符合規格的商品
2026-05-13T11:35:44,2026-05-13,11:35,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,,,,False,False,,未找到符合規格的商品
2026-05-13T11:35:50,2026-05-13,11:35,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T11:41:20,2026-05-13,11:41,光泉 成分無調整 保久乳 200ml × 24 入,momo,,,,False,False,,未找到符合規格的商品
2026-05-13T11:41:33,2026-05-13,11:41,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T11:41:33,2026-05-13,11:41,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,,,,False,False,,未找到符合規格的商品
2026-05-13T11:41:47,2026-05-13,11:41,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,光泉全脂保久牛乳-200ml,200.0,200.0,False,False,https://online.carrefour.com.tw/zh/%E5%85%89%E6%B3%89/1502004700124.html,
2026-05-13T11:41:52,2026-05-13,11:41,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T11:47:32,2026-05-13,11:47,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T11:47:47,2026-05-13,11:47,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T11:47:47,2026-05-13,11:47,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,,,,False,False,,未找到符合規格的商品
2026-05-13T11:47:53,2026-05-13,11:47,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,,,,False,False,,未找到符合規格的商品
2026-05-13T11:47:59,2026-05-13,11:47,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T11:59:15,2026-05-13,11:59,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T11:59:27,2026-05-13,11:59,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T11:59:28,2026-05-13,11:59,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,,,,False,False,,未找到符合規格的商品
2026-05-13T11:59:35,2026-05-13,11:59,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,,,,False,False,,未找到符合規格的商品
2026-05-13T11:59:40,2026-05-13,11:59,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T12:02:54,2026-05-13,12:02,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T12:03:08,2026-05-13,12:03,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T12:03:09,2026-05-13,12:03,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,,,,False,False,,未找到符合規格的商品
2026-05-13T12:03:24,2026-05-13,12:03,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,,,,False,False,,未找到符合規格的商品
2026-05-13T12:03:30,2026-05-13,12:03,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T12:13:24,2026-05-13,12:13,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T12:13:39,2026-05-13,12:13,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T12:13:39,2026-05-13,12:13,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,,,,False,False,,未找到符合規格的商品
2026-05-13T12:13:45,2026-05-13,12:13,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,,,,False,False,,未找到符合規格的商品
2026-05-13T12:13:51,2026-05-13,12:13,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T12:24:18,2026-05-13,12:24,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T12:24:32,2026-05-13,12:24,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T12:24:32,2026-05-13,12:24,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,,,,False,False,,未找到符合規格的商品
2026-05-13T12:24:51,2026-05-13,12:24,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,,,,False,False,,未找到符合規格的商品
2026-05-13T12:24:57,2026-05-13,12:24,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T12:29:30,2026-05-13,12:29,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T12:29:45,2026-05-13,12:29,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T12:29:45,2026-05-13,12:29,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,,,,False,False,,未找到符合規格的商品
2026-05-13T12:30:04,2026-05-13,12:30,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,,,,False,False,,未找到符合規格的商品
2026-05-13T12:30:10,2026-05-13,12:30,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T13:34:56,2026-05-13,13:34,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T13:35:11,2026-05-13,13:35,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T13:35:12,2026-05-13,13:35,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,,,,False,False,,未找到符合規格的商品
2026-05-13T13:35:28,2026-05-13,13:35,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,24入 光泉全脂保久牛乳-200ml 贈,420,420,False,False,https://online.carrefour.com.tw/zh/%E5%85%89%E6%B3%89/1502004700124.html,
2026-05-13T13:35:34,2026-05-13,13:35,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T14:01:39,2026-05-13,14:01,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T14:01:55,2026-05-13,14:01,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T14:02:05,2026-05-13,14:02,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,,,,False,False,,未找到符合規格的商品
2026-05-13T14:02:21,2026-05-13,14:02,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,24入 光泉全脂保久牛乳-200ml 贈,420,420,False,False,https://online.carrefour.com.tw/zh/%E5%85%89%E6%B3%89/1502004700124.html,
2026-05-13T14:02:26,2026-05-13,14:02,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T14:12:46,2026-05-13,14:12,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T14:13:00,2026-05-13,14:13,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T14:13:11,2026-05-13,14:13,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,,,,False,False,,未找到符合規格的商品
2026-05-13T14:13:28,2026-05-13,14:13,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,24入 光泉全脂保久牛乳-200ml 贈,420,420,False,False,https://online.carrefour.com.tw/zh/%E5%85%89%E6%B3%89/1502004700124.html,
2026-05-13T14:13:34,2026-05-13,14:13,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T14:18:48,2026-05-13,14:18,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T14:19:04,2026-05-13,14:19,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T14:19:24,2026-05-13,14:19,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,,,,False,False,,未找到符合規格的商品
2026-05-13T14:19:40,2026-05-13,14:19,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,24入 光泉全脂保久牛乳-200ml 贈,420,420,False,False,https://online.carrefour.com.tw/zh/%E5%85%89%E6%B3%89/1502004700124.html,
2026-05-13T14:19:46,2026-05-13,14:19,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T14:30:02,2026-05-13,14:30,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T14:30:15,2026-05-13,14:30,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T14:30:40,2026-05-13,14:30,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,【光泉】純100%保久乳(200mlx6入)x4組,360,360,False,False,https://pxbox.es.pxmart.com.tw/search/result?keyword=%E4%BF%9D%E4%B9%85%E4%B9%B3,
2026-05-13T14:30:57,2026-05-13,14:30,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,24入 光泉全脂保久牛乳-200ml 贈,420,420,False,False,https://online.carrefour.com.tw/zh/%E5%85%89%E6%B3%89/1502004700124.html,
2026-05-13T14:31:03,2026-05-13,14:31,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T14:43:32,2026-05-13,14:43,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T14:43:45,2026-05-13,14:43,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T14:44:16,2026-05-13,14:44,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,【光泉】純100%保久乳(200mlx6入)x4組,480,480,True,False,https://pxbox.es.pxmart.com.tw/search/result?keyword=%E4%BF%9D%E4%B9%85%E4%B9%B3,
2026-05-13T14:44:32,2026-05-13,14:44,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,24入 光泉全脂保久牛乳-200ml 贈,420,420,False,False,https://online.carrefour.com.tw/zh/%E5%85%89%E6%B3%89/1502004700124.html,
2026-05-13T14:44:38,2026-05-13,14:44,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T15:04:43,2026-05-13,15:04,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T15:04:56,2026-05-13,15:04,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T15:05:23,2026-05-13,15:05,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,【光泉】純100%保久乳(200mlx6入)x4組,480,480,True,False,https://pxbox.es.pxmart.com.tw/search/result?keyword=%E4%BF%9D%E4%B9%85%E4%B9%B3,
2026-05-13T15:05:38,2026-05-13,15:05,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,24入 光泉全脂保久牛乳-200ml 贈,420,420,False,False,https://online.carrefour.com.tw/zh/%E5%85%89%E6%B3%89/1502004700124.html,
2026-05-13T15:05:49,2026-05-13,15:05,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T15:10:02,2026-05-13,15:10,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T15:10:16,2026-05-13,15:10,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T15:10:42,2026-05-13,15:10,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,【光泉】純100%保久乳(200mlx6入)x4組,480,480,True,False,https://pxbox.es.pxmart.com.tw/search/result?keyword=%E4%BF%9D%E4%B9%85%E4%B9%B3,
2026-05-13T15:10:58,2026-05-13,15:10,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,24入 光泉全脂保久牛乳-200ml 贈,420,420,False,False,https://online.carrefour.com.tw/zh/%E5%85%89%E6%B3%89/1502004700124.html,
2026-05-13T15:11:14,2026-05-13,15:11,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T15:23:24,2026-05-13,15:23,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T15:23:36,2026-05-13,15:23,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T15:24:01,2026-05-13,15:24,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,【光泉】純100%保久乳(200mlx6入)x4組,480,480,True,False,https://pxbox.es.pxmart.com.tw/search/result?keyword=%E4%BF%9D%E4%B9%85%E4%B9%B3,
2026-05-13T15:24:17,2026-05-13,15:24,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,24入 光泉全脂保久牛乳-200ml 贈,420,420,False,False,https://online.carrefour.com.tw/zh/%E5%85%89%E6%B3%89/1502004700124.html,
2026-05-13T15:24:32,2026-05-13,15:24,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T15:46:06,2026-05-13,15:46,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T15:46:20,2026-05-13,15:46,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T15:46:50,2026-05-13,15:46,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,【光泉】純100%保久乳(200mlx6入)x4組,480,480,True,False,https://pxbox.es.pxmart.com.tw/search/result?keyword=%E4%BF%9D%E4%B9%85%E4%B9%B3,
2026-05-13T15:47:06,2026-05-13,15:47,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,24入 光泉全脂保久牛乳-200ml 贈,420,420,False,False,https://online.carrefour.com.tw/zh/%E5%85%89%E6%B3%89/1502004700124.html,
2026-05-13T15:47:21,2026-05-13,15:47,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T15:57:44,2026-05-13,15:57,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T15:58:00,2026-05-13,15:58,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T15:58:27,2026-05-13,15:58,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,【光泉】純100%保久乳(200mlx6入)x4組,480,480,True,False,https://pxbox.es.pxmart.com.tw/search/result?keyword=%E4%BF%9D%E4%B9%85%E4%B9%B3,
2026-05-13T15:58:43,2026-05-13,15:58,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,24入 光泉全脂保久牛乳-200ml 贈,420,420,False,False,https://online.carrefour.com.tw/zh/%E5%85%89%E6%B3%89/1502004700124.html,
2026-05-13T15:58:53,2026-05-13,15:58,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T16:06:00,2026-05-13,16:06,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T16:06:12,2026-05-13,16:06,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T16:06:39,2026-05-13,16:06,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,【光泉】純100%保久乳(200mlx6入)x4組,480,480,True,False,https://pxbox.es.pxmart.com.tw/search/result?keyword=%E4%BF%9D%E4%B9%85%E4%B9%B3,
2026-05-13T16:06:55,2026-05-13,16:06,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,24入 光泉全脂保久牛乳-200ml 贈,420,420,False,False,https://online.carrefour.com.tw/zh/%E5%85%89%E6%B3%89/1502004700124.html,
2026-05-13T16:07:05,2026-05-13,16:07,光泉 成分無調整 保久乳 200ml × 24 入,coupang,,,,False,False,,未找到符合規格的商品
2026-05-13T16:29:06,2026-05-13,16:29,光泉 成分無調整 保久乳 200ml × 24 入,momo,【光泉】光泉成份無調整保久乳-全脂牛乳200ml(24入/箱)x2,939.0,939.0,False,False,https://www.momoshop.com.tw/TP/TP0001342/goodsDetail/TP00013420000334,
2026-05-13T16:29:25,2026-05-13,16:29,光泉 成分無調整 保久乳 200ml × 24 入,shopee,,,,False,False,,未找到符合規格的商品
2026-05-13T16:29:52,2026-05-13,16:29,光泉 成分無調整 保久乳 200ml × 24 入,pxmart,【光泉】純100%保久乳(200mlx6入)x4組,480,480,True,False,https://pxbox.es.pxmart.com.tw/search/result?keyword=%E4%BF%9D%E4%B9%85%E4%B9%B3,
2026-05-13T16:30:07,2026-05-13,16:30,光泉 成分無調整 保久乳 200ml × 24 入,carrefour,24入 光泉全脂保久牛乳-200ml 贈,420,420,False,False,https://online.carrefour.com.tw/zh/%E5%85%89%E6%B3%89/1502004700124.html,
